hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category
27800,455,24h,"This is the second essay in a two-part series about my journey to visit the Taj Mahal. Read the first part for the whole story.

A
GRA, Uttar Pradesh, India a As soon as my train to Agra leaves from Delhi, I find myself confused again. Iam lying on my reserved upper berth, though most of the train car beds arenat being used and almost all of the passengers are sitting on lower seats. I feel ridiculous, like Iam emperor of my train car, overseeing the rest of the passengers from above. Meanwhile, men pass by below me, offering a mysterious vegetarian curry out of industrial-sized buckets. I motion for one to serve me some on a paper plate, but when I try to pay for the food, he wonat accept any money. This is the first time Iave gotten anything for free in India. I conclude that the food is going to kill me.

While Iam eating, the train makes a stop and passengers disembark, but the conductor makes no announcements. I canat see through any of the trainas tiny lower windows from my upper bunk. I have no idea where I am.

aIs this Agra?a I ask a man sitting below me. I ask as nicely as possible, in an attempt to avoid appearing as a self-righteous train car emperor, shouting questions to my serfs. After all, I remember, Taj Mahal-builder and Mughal Emperor Shah Jahan was overthrown by his son soon after the Taj Mahalas completion. The man below shakes his head and, in Hindi, I think he tells me that we still have a long ride to Agra. Another man walks by selling non-vegetarian food in foil tins. The first shots of an intestinal war have already been fired as a result of my free bucket food, so I decline. As the train chugs toward Agra, stopping at stations along the way, I find myself continuously recruiting new serfs below me to keep track of where we are. By the time Iam halfway through the journey, I have an eighteen year old kid, two Indian soldiers, and a young woman a none of whom can speak English a trying to assist me. Itas easy to accidentally aggregate helpers on the train; mercifully, Indians tend to be especially protective of clueless Westerners trying to make sense of Indian public transportation. At one point, the two Indian soldiers demand that a teenager move his feet resting on my berth, and the young woman makes food recommendations as buckets whisk by. Theyare kind of like four Train-Fairy Godmothers. Soon, I fall asleep.

Suddenly, I awake to the sound of four Indians chanting aAgra! Agra!a in unison. I abruptly end my time as train car emperor, jump down from my bed, thank the four of them, and catch a taxi to my Agra guesthouse. Before he leaves, I arrange for my taxi driver to pick me up at 6 AM the next morning to take me to the Taj Mahal.

In the morning, I tell my driver to take me to the East Gate of the Taj Mahal. He promptly takes me to a roundabout near the West Gate instead a though his aEast Gate!a announcement upon our arrival is quite convincing. Indiaas perpetually dishonest taxi drivers always have ulterior (and sometimes mysterious) motives; in this case, he was trying to save gas by taking me to the Gate closer to my hotel and, according to Lonely Planet, possibly collect a kickback from camel and rickshaw drivers sitting near the West Gate waiting to take tourists to the Tajas ticket office. I donat bother to argue with him since thereas not much time until sunrise, and I walk quickly to the entrance. Standing in line with about twenty other mostly Indian tourists, Iam surprised to see a lack of Westerners a I imagined that every white person in India would be flocking to the Taj Mahal.

Finally, the doors open, and I catch my first glimpse of the building considered to be the most beautiful in the world, one whose creator boasted that it made athe sun and the moon shed tears from their eyes.a I see the famous white, marble dome peeking through the arch of the Great Gate as tourists hold cameras high above their heads to get their first snapshot. I walk deliberately toward and around the Taj, soaking in the dawn, slowly taking photos from every possible angle. A handful of photographers gather in front of the adjacent Taj Mahal mosque with me to capture the sun as it rises behind it. Everyone is reverent, taking care not to interfere with othersa photographs and offering to help take posed pictures. The moment is perfect for the photographer gaggle: mist blankets the Yamuna River behind the structure, and the building looks like it has risen spontaneously from a clouded heaven, a concrete manifestation of nirvana.

The simple presence of the Taj, built as a symbol of eternal love by Emperor Jahan in memory of his third wife who died during childbirth, seems to encourage even rabid photographers to cooperate with each other.

I spend almost two hours touring and photographing the Taj, walking around its walls, admiring the calligraphy on the entrance arch, gazing at the minarets, and touching the intricate lattice screens in the mausoleum interior. Iam just about finished, taking a few final classic Taj Mahal reflection pool photographs from outside, when a beautiful, young blond woman performing playful, provocative poses for her friendas camera catches my eye. Soon, a string of Indian men, and some Indian families too, start interrupting to ask her to pose with them in souvenir photos.

aThe Indian tourists seem more interested in your white skin and blond hair than the white marble of the Taj Mahal,a I say to her. aIam pretty sure a lot of these Indian guys are leaving with more pictures of you than the Taj.a

She chuckles and introduces herself to me as Sophie, from France, and, quickly, weare trading funny stories of our travels through India. We like each other immediately. We find ourselves chatting in front of the Tajas reflection pool for about a half hour as Indian men gawk at us. But when Sophie and I realize that weare headed in opposite directions a she toward Amritsar in northern India and me toward Kerala in southern India a we share an awkward moment during which we realize that this is the one and only meeting of our entire lives.

aWell, it truly has been a pleasure, Hank,a she says. Her eyes hold on mine. For a long moment, she doesnat look away. I canat tell whether sheas staring at me or at the exquisite reflection of the Taj Mahal in the pool behind me.

She walks past me, in front of the rising sun. Then, she glances back at me one last time, smiles, and then shifts her gaze, once again, toward the worldas most beautiful symbol of eternal love.","This is the second essay in a two-part series about my journey to visit the Taj Mahal. Read the first part for the whole story.

A
GRA, Uttar Pradesh, India a As soon as my train to Agra leaves from Delhi, I find myself confused again. Iam lying on my reserved upper berth, though most of the train car beds arenat being used and almost all of the passengers are sitting on lower seats. I feel ridiculous, like Iam emperor of my train car, overseeing the rest of the passengers from above. Meanwhile, men pass by below me, offering a mysterious vegetarian curry out of industrial-sized buckets. I motion for one to serve me some on a paper plate, but when I try to pay for the food, he wonat accept any money. This is the first time Iave gotten anything for free in India. I conclude that the food is going to kill me.

While Iam eating, the train makes a stop and passengers disembark, but the conductor makes no announcements. I canat see through any of the trainas tiny lower windows from my upper bunk. I have no idea where I am.

aIs this Agra?a I ask a man sitting below me. I ask as nicely as possible, in an attempt to avoid appearing as a self-righteous train car emperor, shouting questions to my serfs. After all, I remember, Taj Mahal-builder and Mughal Emperor Shah Jahan was overthrown by his son soon after the Taj Mahalas completion. The man below shakes his head and, in Hindi, I think he tells me that we still have a long ride to Agra. Another man walks by selling non-vegetarian food in foil tins. The first shots of an intestinal war have already been fired as a result of my free bucket food, so I decline. As the train chugs toward Agra, stopping at stations along the way, I find myself continuously recruiting new serfs below me to keep track of where we are. By the time Iam halfway through the journey, I have an eighteen year old kid, two Indian soldiers, and a young woman a none of whom can speak English a trying to assist me. Itas easy to accidentally aggregate helpers on the train; mercifully, Indians tend to be especially protective of clueless Westerners trying to make sense of Indian public transportation. At one point, the two Indian soldiers demand that a teenager move his feet resting on my berth, and the young woman makes food recommendations as buckets whisk by. Theyare kind of like four Train-Fairy Godmothers. Soon, I fall asleep.

Suddenly, I awake to the sound of four Indians chanting aAgra! Agra!a in unison. I abruptly end my time as train car emperor, jump down from my bed, thank the four of them, and catch a taxi to my Agra guesthouse. Before he leaves, I arrange for my taxi driver to pick me up at 6 AM the next morning to take me to the Taj Mahal.

In the morning, I tell my driver to take me to the East Gate of the Taj Mahal. He promptly takes me to a roundabout near the West Gate instead a though his aEast Gate!a announcement upon our arrival is quite convincing. Indiaas perpetually dishonest taxi drivers always have ulterior (and sometimes mysterious) motives; in this case, he was trying to save gas by taking me to the Gate closer to my hotel and, according to Lonely Planet, possibly collect a kickback from camel and rickshaw drivers sitting near the West Gate waiting to take tourists to the Tajas ticket office. I donat bother to argue with him since thereas not much time until sunrise, and I walk quickly to the entrance. Standing in line with about twenty other mostly Indian tourists, Iam surprised to see a lack of Westerners a I imagined that every white person in India would be flocking to the Taj Mahal.

Finally, the doors open, and I catch my first glimpse of the building considered to be the most beautiful in the world, one whose creator boasted that it made athe sun and the moon shed tears from their eyes.a I see the famous white, marble dome peeking through the arch of the Great Gate as tourists hold cameras high above their heads to get their first snapshot. I walk deliberately toward and around the Taj, soaking in the dawn, slowly taking photos from every possible angle. A handful of photographers gather in front of the adjacent Taj Mahal mosque with me to capture the sun as it rises behind it. Everyone is reverent, taking care not to interfere with othersa photographs and offering to help take posed pictures. The moment is perfect for the photographer gaggle: mist blankets the Yamuna River behind the structure, and the building looks like it has risen spontaneously from a clouded heaven, a concrete manifestation of nirvana.

The simple presence of the Taj, built as a symbol of eternal love by Emperor Jahan in memory of his third wife who died during childbirth, seems to encourage even rabid photographers to cooperate with each other.

I spend almost two hours touring and photographing the Taj, walking around its walls, admiring the calligraphy on the entrance arch, gazing at the minarets, and touching the intricate lattice screens in the mausoleum interior. Iam just about finished, taking a few final classic Taj Mahal reflection pool photographs from outside, when a beautiful, young blond woman performing playful, provocative poses for her friends camera catches my eye. Soon, a string of Indian men, and some Indian families too, start interrupting to ask her to pose with them in souvenir photos.

aThe Indian tourists seem more interested in your white skin and blond hair than the white marble of the Taj Mahal,a I say to her. aIam pretty sure a lot of these Indian guys are leaving with more pictures of you than the Taj.a

She chuckles and introduces herself to me as Sophie, from France, and, quickly, weare trading funny stories of our travels through India. We like each other immediately. We find ourselves chatting in front of the Tajas reflection pool for about a half hour as Indian men gawk at us. But when Sophie and I realize that weare headed in opposite directions a she toward Amritsar in northern India and me toward Kerala in southern India a we share an awkward moment during which we realize that this is the one and only meeting of our entire lives.

well, it truly has been a pleasure, Hank,a she says. Her eyes hold on mine. For a long moment, she doesnat look away. I canat tell whether sheas staring at me or at the exquisite reflection of the Taj Mahal in the pool behind me.

She walks past me, in front of the rising sun. Then, she glances back at me one last time, smiles, and then shifts her gaze, once again, toward the world's most beautiful symbol of eternal love.",FALSE,53,,affection
27801,435,24h,My father bought me a bicycle.,My father bought me a bicycle.,TRUE,1,,affection
27802,1719,24h,I just cracked an interview at IBM that made me feel happy like never before,I just cracked an interview at IBM that made me feel happy like never before,TRUE,1,,achievement
27803,6667,24h,I flew one of my RC model planes around in my yard.  I was able to maneuver around trees in my yard and power lines at the side of the road.  I sometimes have minor crash's due to the confined space but often am able to fly a nice long flight without any incidents at all.  This was one of those times.  It is super fun. ,I flew one of my RC model planes around in my yard.  I was able to maneuver around trees in my yard and power lines at the side of the road.  I sometimes have minor crash's due to the confined space but often am able to fly a nice long flight without any incidents at all.  This was one of those times.  It is super fun. ,TRUE,5,,achievement
27804,4714,24h,I went to my home and given an Ice Cream Family pack to my family particularly in to the hands of my son and it creates a joyful moment. ,I went to my home and given an Ice Cream Family pack to my family particularly in to the hands of my son and it creates a joyful moment. ,TRUE,1,,affection
27805,3895,24h,"My son came home and said he had study words, and wanted to bond with me while working on them together","My son came home and said he had study words, and wanted to bond with me while working on them together",TRUE,1,,affection
27806,3930,24h,I went to the grocery store to buy a cooked whole chicken from the deli and found that it was half-price for the day.,I went to the grocery store to buy a cooked whole chicken from the deli and found that it was half-price for the day.,TRUE,1,,achievement
27807,600,24h,"My went to a movie with my friends , had popcorn and coke.Was fun !","My went to a movie with my friends , had popcorn and coke.Was fun !",TRUE,1,,bonding
27808,3433,24h,My Neice and Nephew gave me a hug and kiss today morning,My Neice and Nephew gave me a hug and kiss today morning,TRUE,1,,affection
27809,2894,24h,I laughed with my English class about silliness during last period.,I laughed with my English class about silliness during last period.,TRUE,1,,affection
27810,1764,24h,Today 10.00 am I got my driving license  for 2 wheeler & 4 wheeler . since last week I was waiting this driving license.,Today 10.00 am I got my driving license  for 2 wheeler & 4 wheeler . since last week I was waiting this driving license.,TRUE,2,,achievement
27811,376,24h,I completed all my flashcards for an upcoming test.,I completed all my flashcards for an upcoming test.,TRUE,1,,achievement
27812,213,24h,"Its the little things, when I went to the gym today to do squats and other leg lifts, the power-cage was open all afternoon.","Its the little things, when I went to the gym today to do squats and other leg lifts, the power-cage was open all afternoon.",TRUE,1,,exercise
27813,5925,24h,My daughter did very good on a big test at school. ,My daughter did very good on a big test at school. ,TRUE,1,,affection
27814,1827,24h,I am able to sleep longer than usual,I am able to sleep longer than usual,TRUE,1,,achievement
27815,1189,24h,Yesterday solved a big issue related to family,Yesterday solved a big issue related to family,TRUE,1,,achievement
27816,4706,24h,"In the past 24 hours, I talked to my friend who doesn't call very often.","In the past 24 hours, I talked to my friend who doesn't call very often.",TRUE,1,,bonding
27817,12580,24h,I had a long talk with my son who lives very far away fro me. We always have good conversations.,I had a long talk with my son who lives very far away fro me. We always have good conversations.,TRUE,2,,affection
27818,229,24h,I finally mastered how to make crispy tofu.,I finally mastered how to make crispy tofu.,TRUE,1,achievement,achievement
27819,496,24h,After 3 long weeks of deep snow covered ground we finally had enough warm days in the Northeast for the snow to melt and I was able to start my day with a fantastic hike up the Appalachian trail that runs nearby my home. I felt as though my entire life suddenly came back into balance after being held back for weeks due to the enormous amount of snowfall :),After 3 long weeks of deep snow covered ground we finally had enough warm days in the Northeast for the snow to melt and I was able to start my day with a fantastic hike up the Appalachian trail that runs nearby my home. I felt as though my entire life suddenly came back into balance after being held back for weeks due to the enormous amount of snowfall :),TRUE,2,nature,nature
27820,802,24h,"I am working as principal. I have applied for the post of CEO, today morning i received this confirmed notification mail. I was very happy and whatever they expected from me. I gave everything through post. Thanks for remembering me this incident.","I am working as principal. I have applied for the post of CEO, today morning i received this confirmed notification mail. I was very happy and whatever they expected from me. I gave everything through post. Thanks for remembering me this incident.",TRUE,5,,achievement
27821,1983,24h,I got a bonus at work for a creative idea that i came up with to enhance safety.I can now buy something nice for myself.,I got a bonus at work for a creative idea that i came up with to enhance safety.I can now buy something nice for myself.,TRUE,1,,achievement
27822,924,24h,My husband says me 'I love u ' when i woke up in the morning.,My husband says me 'I love u ' when i woke up in the morning.,TRUE,1,affection,affection
27823,4002,24h,"I run run run and run, finally i catch a bus disappearing form my eyes. Its make me feel nice.","I run run run and run, finally i catch a bus disappearing form my eyes. Its make me feel nice.",TRUE,2,,exercise
27824,146,24h,I left my key in my motor cycle and searched for half an hour. My neighbor house uncle came and gave the key and I was very happy. ,I left my key in my motor cycle and searched for half an hour. My neighbor house uncle came and gave the key and I was very happy. ,TRUE,2,,affection
27825,220,24h,I was able to get a Xbox Game.,I was able to get a Xbox Game.,TRUE,1,,leisure
27826,38,24h,I saw that girl I loved very much at Mui Ne Bay. That face I loved annd I missed very much,I saw that girl I loved very much at Mui Ne Bay. That face I loved and I missed very much,FALSE,2,,affection
27827,503,24h,"Riding home on a sunny but cool afternoon, along riverside path.","Riding home on a sunny but cool afternoon, along riverside path.",TRUE,1,,achievement
27828,51,24h,"I got promoted as Senior Manager yesterday, i am more than happy.","I got promoted as Senior Manager yesterday, i am more than happy.",TRUE,1,,achievement
27829,1063,24h,"I met my college friends today. We had a good time together and we had enough time chatting with each other. We went to our favourite destination the cream centre, where we explored the delicious taste of ice creams.","I met my college friends today. We had a good time together and we had enough time chatting with each other. We went to our favourite destination the cream centre, where we explored the delicious taste of ice creams.",TRUE,3,,bonding
27830,6724,24h,I took some time and played with my pet rabbit for a while. ,I took some time and played with my pet rabbit for a while. ,TRUE,1,,affection
27831,2356,24h,"My husband told me he loves me, this morning.","My husband told me he loves me, this morning.",TRUE,1,,affection
27832,12002,24h,"My oldest dog suffers from congestive heart failure, and she seemed to be feeling much better today.  I felt quite relieved.","My oldest dog suffers from congestive heart failure, and she seemed to be feeling much better today.  I felt quite relieved.",TRUE,2,,affection
27833,3678,24h,"1. I had a super good mail day yesterday and received lots of items I ordered off amazon.
.
","1. I had a super good mail day yesterday and received lots of items I ordered off amazon.
.
",TRUE,3,,enjoy_the_moment
27834,1836,24h,all my family went out to watch a film,all my family went out to watch a film,TRUE,1,,affection
27835,786,24h,I ate some peanut butter M&Ms while watching John Oliver. They were delicious and he was hilarious.,I ate some peanut butter M&Ms while watching John Oliver. They were delicious and he was hilarious.,TRUE,2,enjoy_the_moment,enjoy_the_moment
27836,81,24h,TO DAY MORNING I TRAINED MY NEIGHBOR CHILD TO RUN CYCLE. I ENJOYED A LOT ,TO DAY MORNING I TRAINED MY NEIGHBOR CHILD TO RUN CYCLE. I ENJOYED A LOT ,TRUE,2,,bonding
27837,699,24h,I went out for dinner with my friends and enjoyed a lot.  ,I went out for dinner with my friends and enjoyed a lot.  ,TRUE,1,,bonding
27838,5,24h,I was able to play my video game that I enjoy the most quite a bit and that made me relaxed and happy.,I was able to play my video game that I enjoy the most quite a bit and that made me relaxed and happy.,TRUE,1,leisure,leisure
27839,947,24h,i have run for 6 miles and the feeling is great.,i have run for 6 miles and the feeling is great.,TRUE,1,,exercise
27840,62,24h,I got a pet as gift from my parents,I got a pet as gift from my parents,TRUE,1,,affection
27841,9386,24h,I had intimate relations with a wonderful person whom I love.,I had intimate relations with a wonderful person whom I love.,TRUE,1,,affection
27842,18,24h,My sore throat cleared up.,My sore throat cleared up.,TRUE,1,,enjoy_the_moment
27843,60,24h,I got to see my girlfriend and help her celebrate her birthday,I got to see my girlfriend and help her celebrate her birthday,TRUE,1,,affection
27844,50,24h,i brought a new mobile to day morning,i brought a new mobile to day morning,TRUE,1,,achievement
27845,179,24h,I enjoyed play Soccer with my brother,I enjoyed play Soccer with my brother,TRUE,1,affection,affection
27846,11620,24h,I went power walking in the local mall. Many of the walkers smiled and waved.,I went power walking in the local mall. Many of the walkers smiled and waved.,TRUE,2,,leisure
27847,1773,24h,"A happy moment was when my granddaughter gave me a big hug.  She is not a very kind of girl that gives hugs a lot, so when I got a hug, it was just wonderful.","A happy moment was when my granddaughter gave me a big hug.  She is not a very kind of girl that gives hugs a lot, so when I got a hug, it was just wonderful.",TRUE,2,,affection
27848,728,24h,"In the past 24 hours, what made me happy was my Mother's day card from my 7 year old son where had written the kindest, sweetest note surrounded by the most beautiful drawing. ","In the past 24 hours, what made me happy was my Mother's day card from my 7 year old son where had written the kindest, sweetest note surrounded by the most beautiful drawing. ",TRUE,1,,affection
27849,1115,24h,I went for a long run on a trail near my house.,I went for a long run on a trail near my house.,TRUE,1,,exercise
27850,3400,24h,"I came home from work and my dog was wagging her tail. I was previously convinced that she hurt it yesterday because she wasn't wagging.
","I came home from work and my dog was wagging her tail. I was previously convinced that she hurt it yesterday because she wasn't wagging.
",TRUE,2,,affection
27851,158,24h,i got engaged with my lover yesterday,i got engaged with my lover yesterday,TRUE,1,,affection
27852,86,24h,I was able to do a full hour of research on a topic that had been nagging me. ,I was able to do a full hour of research on a topic that had been nagging me. ,TRUE,1,,achievement
27853,5050,24h,I was playing rock band with my family.,I was playing rock band with my family.,TRUE,1,,affection
27854,1,24h,My wife and i are celebrating our ten year anniversary today.,My wife and i are celebrating our ten year anniversary today.,TRUE,1,,affection
27855,12107,24h,I was happy when my daughter called me from across the country.,I was happy when my daughter called me from across the country.,TRUE,1,,affection
27856,26,24h,my daughter came first in her sports race . i was feeling proud,my daughter came first in her sports race . i was feeling proud,TRUE,2,,affection
27857,2333,24h,Well yesterday started off  early waking up at 5 am to do mturk  task and I woke up to find  I got a unexpected bonus. Being someone just  hardly scraping by  between disability checks  and  some small side jobs  that dont  pay  enough to cover the bills  even a  75 cent bonus   is a help  and honestly its  just nice  to see  my work is helping.  ,Well yesterday started off  early waking up at 5 am to do mturk  task and I woke up to find  I got a unexpected bonus. Being someone just  hardly scraping by  between disability checks  and  some small side jobs  that dont  pay  enough to cover the bills  even a  75 cent bonus   is a help  and honestly its  just nice  to see  my work is helping.  ,TRUE,2,,achievement
27858,1232,24h,after 2 month i bought new tcl 32 inch led tv its looks cool and i reaily loved it,after 2 month i bought new tcl 32 inch led tv its looks cool and i really loved it,FALSE,1,,achievement
27859,570,24h,Solving an engineering mechanics problem made me happy.,Solving an engineering mechanics problem made me happy.,TRUE,1,,achievement
27860,746,24h,I went to lunch with my girlfriend and her family,I went to lunch with my girlfriend and her family,TRUE,1,affection,affection
27861,4545,24h,I took my dog to walk around our local park. It was almost 70 degrees and was a beautiful day.,I took my dog to walk around our local park. It was almost 70 degrees and was a beautiful day.,TRUE,2,,affection
27862,1844,24h,I woke up and took care of my daughter.  She was so smiley first thing in the morning.  It was so amazing seeing all those smiles.,I woke up and took care of my daughter.  She was so smiley first thing in the morning.  It was so amazing seeing all those smiles.,TRUE,3,,affection
27863,847,24h,I was happy when I realized my biggest concern was how I sang after drinking.,I was happy when I realized my biggest concern was how I sang after drinking.,TRUE,1,,achievement
27864,2394,24h,When i got to the train station it just pulled up and i was able to get a seat. ,When i got to the train station it just pulled up and i was able to get a seat. ,TRUE,1,,achievement
27865,8938,24h,"My wife told me that despite my having lost overtime hours, she is happy to have me around her more.  ","My wife told me that despite my having lost overtime hours, she is happy to have me around her more.  ",TRUE,1,affection,affection
27866,2030,24h,I went to support my cousin in her product launch last night and I was so happy and proud to watch her shine.,I went to support my cousin in her product launch last night and I was so happy and proud to watch her shine.,TRUE,1,,affection
27867,103,24h,"I went to the park with my son after work yesterday.

","I went to the park with my son after work yesterday.

",TRUE,1,,affection
27868,2464,24h,My turbo kick class was full last night.,My turbo kick class was full last night.,TRUE,1,,achievement
27869,1672,24h,I was able to successfully assist a friend in their job search by setting them up with an interview.,I was able to successfully assist a friend in their job search by setting them up with an interview.,TRUE,1,,bonding
27870,7542,24h,I cooked a new recipe for dinner and it turned out great,I cooked a new recipe for dinner and it turned out great,TRUE,1,,achievement
27871,768,24h,Spending time with my daughter and good friends at an in-service last night.,Spending time with my daughter and good friends at an in-service last night.,TRUE,1,,affection
27872,1045,24h,We met up with some buddies for drinks and dinner last night.  It was great being able to hang out with them and watch some hockey.,We met up with some buddies for drinks and dinner last night.  It was great being able to hang out with them and watch some hockey.,TRUE,2,,bonding
27873,2053,24h,I played a new game that was fun and got to enjoy the mechanics of it.,I played a new game that was fun and got to enjoy the mechanics of it.,TRUE,1,,leisure
27874,2,24h,I was very happy when my family brings me beautiful gift for me,I was very happy when my family brings me beautiful gift for me,TRUE,1,,affection
27875,1936,24h,My husband passed his DOT physical and I don't have to worry about it anymore. ,My husband passed his DOT physical and I don't have to worry about it anymore. ,TRUE,1,,affection
27876,206,24h,The weather has been warm and gorgeous for the first time in a long time and I'm loving it.,The weather has been warm and gorgeous for the first time in a long time and I'm loving it.,TRUE,1,,nature
27877,6227,24h, had a great lunch with daughter and grandchildren and enjoyed out time together, had a great lunch with daughter and grandchildren and enjoyed out time together,TRUE,1,,affection
27878,45,24h,I met with my old time friends.,I met with my old time friends.,TRUE,1,,bonding
27879,195,24h,"When I weighed myself this morning, I found out I was down more weight than I thought.","When I weighed myself this morning, I found out I was down more weight than I thought.",TRUE,1,,achievement
27880,740,24h,I met my childhood friend after 10 years,I met my childhood friend after 10 years,TRUE,1,,bonding
27881,3,24h,GO TO HOTEL PARTY OF MY MOMS BIRTHDAY,GO TO HOTEL PARTY OF MY MOMS BIRTHDAY,TRUE,1,,enjoy_the_moment
27882,4833,24h,My children kissing me goodnight.,My children kissing me goodnight.,TRUE,1,,affection
27883,7334,24h,My girlfriend surprised me with my favorite dinner (tacos).,My girlfriend surprised me with my favorite dinner (tacos).,TRUE,1,,affection
27884,78,24h,I get to come home earlier because my boss is on vacation.,I get to come home earlier because my boss is on vacation.,TRUE,1,,enjoy_the_moment
27885,21,24h,Went to Restaurant with my family members ,Went to Restaurant with my family members ,TRUE,1,,affection
27886,8,24h,I was playing with the kittens.,I was playing with the kittens.,TRUE,1,,affection
27887,586,24h,"This is a great way to sum up the feeling of happiness, itas when everything feels like itas clicking, and itas all in sync. When any part of this equation breaks down, you start to lose the handle on your happy feelings. Thatas why itas important to always speak your true feelings, and act according to the way youare feeling inside. ","This is a great way to sum up the feeling of happiness, itas when everything feels like itas clicking, and itas all in sync. When any part of this equation breaks down, you start to lose the handle on your happy feelings. Thatas why itas important to always speak your true feelings, and act according to the way you're feeling inside. ",FALSE,3,,leisure
27888,489,24h,I was able to resist drink last night.,I was able to resist drink last night.,TRUE,1,,achievement
27889,976,24h,I cooked food for my mother-in-law.  And she liked it too,I cooked food for my mother-in-law.  And she liked it too,TRUE,2,affection,affection
27890,3972,24h,"Had dinner with my Family, now that my dad is getting over being sick.","Had dinner with my Family, now that my dad is getting over being sick.",TRUE,1,,affection
27891,14,24h,A hot chat with my dating partner makes me feel more sexy,A hot chat with my dating partner makes me feel more sexy,TRUE,1,,affection
27892,1230,24h,Finally tricked my dog into letting me give him a bath. Sweet smelling puppy is the best.,Finally tricked my dog into letting me give him a bath. Sweet smelling puppy is the best.,TRUE,2,,affection
27893,9950,24h,talked with an old friend.,talked with an old friend.,TRUE,1,,bonding
27894,4862,24h,"I seen my parents filled with tears on receiving her phone call, huge amount of happiness no words to explain.","I seen my parents filled with tears on receiving her phone call, huge amount of happiness no words to explain.",TRUE,1,,affection
27895,4891,24h,I didn't have to deal with any annoying customers at work this morning. That only happens once in a blue moon.,I didn't have to deal with any annoying customers at work this morning. That only happens once in a blue moon.,TRUE,2,,achievement
27896,737,24h,"Not mucha| Salade Perigourdine full of goodies, a glass of nice red wine from the ... Your personal AI assistant for writing better emails. .... The happiest moment in the last 24 hours was when I reunited with my best mate, Luke, and took 2 ...","Not mucha| Salade Perigourdine full of goodies, a glass of nice red wine from the ... Your personal AI assistant for writing better emails. .... The happiest moment in the last 24 hours was when I reunited with my best mate, Luke, and took 2 ...",TRUE,4,,bonding
27897,498,24h,I finally completed my project enthusiastically.,I finally completed my project enthusiastically.,TRUE,1,,achievement
27898,2124,24h,i got a job interview for my dream job,i got a job interview for my dream job,TRUE,1,,achievement
27899,156,24h,My mother-in-law offered me money so I could buy some yogurt I can't afford to buy by myself. ,My mother-in-law offered me money so I could buy some yogurt I can't afford to buy by myself. ,TRUE,1,affection,affection
27900,1783,24h,My friend came and visited me at work and we talked for a few minutes.,My friend came and visited me at work and we talked for a few minutes.,TRUE,1,,bonding
27901,3382,24h,The mobile home park manager called and said he is coming in the morning to fix the leaky swamp cooler. Finally!!,The mobile home park manager called and said he is coming in the morning to fix the leaky swamp cooler. Finally!!,TRUE,3,,achievement
27902,54,24h,I finally decorated my son's room for his birthday.,I finally decorated my son's room for his birthday.,TRUE,1,affection,affection
27903,794,24h,I cooked an entire breakfast for my family.,I cooked an entire breakfast for my family.,TRUE,1,,affection
27904,1510,24h,I went to my local gym to lift weight and do cardio. The shower afterwards was refreshing.,I went to my local gym to lift weight and do cardio. The shower afterwards was refreshing.,TRUE,2,,exercise
27905,5732,24h,The rain stopped and beautiful sunlight appeared so I went for a walk and took some photographs.,The rain stopped and beautiful sunlight appeared so I went for a walk and took some photographs.,TRUE,1,,nature
27906,6215,24h,My application to adopt a cat came through,My application to adopt a cat came through,TRUE,1,,affection
27907,402,24h,Taking my dog for a walk and having a conversation with a stranger.,Taking my dog for a walk and having a conversation with a stranger.,TRUE,1,,affection
27908,2957,24h,"I traveled with my family and went to a beautiful beach, I enjoyed most of the attraction in the area, there's 
entertainers everywhere and a lot of people are gathering with music bands partying. It was a pleasant experience and I
 hope to return there anytime soon.
","I traveled with my family and went to a beautiful beach, I enjoyed most of the attraction in the area, there's 
entertainers everywhere and a lot of people are gathering with music bands partying. It was a pleasant experience and I
 hope to return there anytime soon.
",TRUE,2,affection,affection
27909,261,24h,"My son gave me a big hug in the morning when I woke him up.
","My son gave me a big hug in the morning when I woke him up.
",TRUE,1,,affection
27910,516,24h,My brother got an interview for the job he applied for and it's very likely he'll get hired,My brother got an interview for the job he applied for and it's very likely he'll get hired,TRUE,1,,affection
27911,1215,24h,"The offsite with colleagues was great fun. We had stimulating discussions.
.
","The offsite with colleagues was great fun. We had stimulating discussions.
.
",TRUE,3,,bonding
27912,848,24h,My older daughter keeps telling me when she wants to go to the bathroom.,My older daughter keeps telling me when she wants to go to the bathroom.,TRUE,1,,affection
27913,396,24h,"The weather is very sultry in our place, our AC unit was damaged by rodents. The Electrician came earlier today and repaired it. Thank God, I need not sweat today.","The weather is very sultry in our place, our AC unit was damaged by rodents. The Electrician came earlier today and repaired it. Thank God, I need not sweat today.",TRUE,3,nature,nature
27914,4,24h,I celebrated my 7th wedding anniversary with my wife.,I celebrated my 7th wedding anniversary with my wife.,TRUE,1,affection,affection
27915,2272,24h,met a weight loss goal and a bet which wasn't easy,met a weight loss goal and a bet which wasn't easy,TRUE,1,,achievement
27916,157,24h,I went to the walking in morning.,I went to the walking in morning.,TRUE,1,,leisure
27917,466,24h,My wife wear her favorite saree for office meeting.,My wife wear her favorite saree for office meeting.,TRUE,1,affection,affection
27918,1566,24h,I spoke with my ex-wife on the phone and made plans to see my son this Thursday.,I spoke with my ex-wife on the phone and made plans to see my son this Thursday.,TRUE,1,,affection
